Ma_sp,Ten_sp,Gia,Xuat_xu,Nong_do,Dung_tich,Giong_nho,Mau_sac,Loai_ruou,Thuong_hieu,Vung_lam_vang
VNKR-980,Rượu Vang CF Hero Montepulciano,980.000,"Ý
","14.5 %
","750 ML
",Montepulciano,Đỏ ruby,Rượu Vang Đỏ,Collefrisio,Abruzzo
VNMH5-1080,Rượu Vang Chablis 1Er Cru Vaulorent,1.080.000,"Pháp
","12.5 %
","750 ML
",Chardonnay,Màu sậm ánh nâu,Rượu Vang trắng,Chablis,Bourgogne
VNVC1-2860,Rượu Vang Chablis Grand Cru Les Blanchots Domaine Long Depaquit,2.860.000,"Pháp
","12.5 %
","750 ML
",Chardonnay,Vàng rơm,Rượu Vang Trắng,Albert Bichot,Chablis
VNMH4-2100,Rượu Vang Chablis Grand Cru Les Preuses,2.100.000,"Pháp
","13 %
","750 ML
",Chardonnay,Màu vàng,Rượu Vang trắng,Chablis,Bourgogne
VNMH7-880,Rượu Vang Chablis Premie Côte De Léchet,880.000,"Pháp
","13 %
","750 ML
",Chardonnay,Màu vàng,Rượu Vang trắng,Chablis,Bourgogne
VNHD1-245,Rượu Vang Chaku Cabernet Sauvignon,245.000,"Chile
","13.5 %
","750 ML
",Cabernet Sauvignon,Đỏ ruby,Rượu Vang Đỏ,,Colchagua Valley
VNHD2-245,Rượu Vang Chaku Sauvignon Blanc,245.000,"Chile
","13.5 %
","750 ML
",Sauvignon Blanc,Vàng rơm,Rượu Vang Trắng,,Colchagua Valley
VNTK-920,Rượu Vang Chanson Bourgogne Pinot Noir,920.000,"Pháp
","12 %
","750 ML
",Pinot Noir,Đỏ ruby,Rượu Vang Đỏ,Chanson,Bourgogne
VNTK2-2134,Rượu Vang Chanson Chablis Premier Cru Montmains,2.134.000,"Pháp
","12.5 %
","750 ML
",Chardonnay,Vàng rơm,Rượu Vang Trắng,Chanson,Bourgogne
VNTK-4040,Rượu Vang Chanson Corton Grand Cru,4.040.000,"Pháp
","13.5 %
","750 ML
",Pinot Noir,Đỏ ruby,Rượu Vang Đỏ,Chanson,Bourgogne
VNTK1-2640,Rượu Vang Chanson Nuits Saint Georges,2.640.000,"Pháp
","13 %
","750 ML
",Pinot Noir,Đỏ ruby,Rượu Vang Đỏ,Chanson,Bourgogne
VNTK-3067,Rượu Vang Chanson Puligny Montrachet,3.067.000,"Pháp
","13.5 %
","750 ML
",Chardonnay,Vàng rơm,Rượu Vang Trắng,Chanson,Bourgogne
VNTK-1840,Rượu Vang Chanson Santenay,1.840.000,"Pháp
","14 %
","750 ML
",Pinot Noir,Đỏ ruby,Rượu Vang Đỏ,Chanson,Bourgogne
VNTK2-920,Rượu Vang Chanson Vire Clesse,920.000,"Pháp
","13 %
","750 ML
",Chardonnay,Vàng rơm,Rượu Vang Trắng,Chanson,Bourgogne
VNBMF-159,Rượu Vang Chapel Hill Merlot,159.000,"Hungary
","12 %
","750 ML
",Merlot,Đỏ ruby,Rượu Vang Đỏ, Chapel Hill,
VNBMF1-159,Rượu Vang Chapel Hill Sauvignon Blanc,159.000,"Hungary
","12 %
","750 ML
",Sauvignon blanc,Vàng rơm,Rượu Vang Trắng, Chapel Hill,
VNDL-813,Rượu Vang Chapelle De La Trinite Saint Emilion,1,"Pháp
","13 %
","750 ML
","Merlot,Cabernet Franc",Màu đỏ Ruby,Rượu Vang Đỏ,Borie Manoux,Bordeaux
VNRVPR12,Rượu Vang Charles Krug Cabernet Sauvignon,1,"Mỹ
","14 %
","750 ML
",Cabernet Sauvignon, Màu đỏ đậm,Rượu vang đỏ, Charles Krug,"
"
VNPV1-1366,Rượu Vang Chartreuse De Faugeres Saint Emilion Grand Cru,1.230.000,"Pháp
","14 %
","750 ML
","Cabernet Franc,Cabernet Sauvignon,Merlot",Màu đỏ,Rượu Vang đỏ,Chateau Faugeres,Bordeaux
VNCIE-600,Rượu Vang Chateau Amelisse Saint Emilion,600.000,"Pháp
","14 %
","750 ML
","Cabernet Sauvignon,Merlot,Cabernet Franc,Petit Verdot,Malbec",Đỏ ruby,Rượu Vang Đỏ,Chateau Amelisse,Bordeaux
VNTL-890,Rượu Vang Chateau Aney Haut Medoc,805.000,"Pháp
","13.5 %
","750 ML
",,,,,
,Rượu Vang Chateau Arcades Languedoc,1,"Pháp
","15 %
","750 ML
","Grenache,Carignan,Syrah",,Rượu Vang Đỏ,,Languedoc
VNWH5-2100,Rượu Vang Chateau Arnauld Haut Medoc,2.060.000,"Pháp
","13.5 %
","750 ML
","Cabernet Sauvignon,Merlot",Màu đỏ ruby,Rượu Vang đỏ,Les Grand Chais De France,Bordeaux
VNTL-591,Rượu Vang Chateau Arrogant Limoux Chardonnay,490.000,"Pháp
","14 %
","750 ML
",,,,,
VNVH-980,Rượu Vang Chateau Arzac Graves,980.000,"Pháp
","13.5 %
","750 ML
","Merlot,Cabernet Sauvignon",Đỏ ruby,Rượu Vang Đỏ,Chateau Arzac,Bordeaux
VNTH1-900,Rượu Vang Chateau Aumedos Edition Princeps,900.000,"Pháp
","14.5 %
","750 ML
",, Đỏ ruby đậm,Rượu Vang Đỏ,,: Corbières
VNMH2-1200,Rượu Vang Chateau Badette Saint Emilion Grand Cru,1.050.000,"Pháp
","15.5 %
","750 ML
","Cabernet Sauvignon,Merlot,Cabernet Franc,Petit Verdot", Màu đỏ garnet với ánh tím,Rượu Vang Đỏ,: Chateau Badette,Bordeaux
VLTL-457,Rượu Vang Chateau Barrail Laussac Bordeaux,457.000,"Pháp
","14 %
","750 ML
","Cabernet Franc,Cabernet Sauvignon,Merlot", Đỏ anh đào,Rượu Vang Đỏ,,Bordeaux
VNTH5-500,Rượu Vang Chateau Barriere Monbazillac,500.000,"Pháp
","13.5 %
","750 ML
","Sauvignon Blanc,Sémillon", Vàng nhạt,Rượu vang trắng,: Chateau Barriere,Monbazillac
VNMH-2180,Rượu Vang Chateau Batailley Pauillac,1.970.000,"Pháp
","13 %
","750 ML
","Cabernet Sauvignon,Merlot", Màu đỏ đậm,Rượu Vang Đỏ,,Bordeaux
VNVC-550,Rượu Vang Chateau Beaubourg Côtes De Bourg,550.000,"Pháp
","14 %
","750 ML
","Cabernet Sauvignon,Cabernet Franc,Merlot,Malbec",Đỏ ruby,Rượu Vang Đỏ,Chateau Beaubourg,Côtes de Bourg
VNDL5-719,Rượu Vang Chateau Begadan Medoc,719.000,"Pháp
","13 %
","750 ML
","Cabernet Sauvignon,Merlot",Màu đỏ Ruby,Rượu Vang Đỏ,Borie Manoux,Bordeaux
VNYW-2145,Rượu Vang Chateau Bel Air Haut Medoc,2.145.000,"Pháp
","13.5 %
","750 ML
",Blend,Đỏ ruby,Rượu Vang Đỏ,Chauteu Bel Air,"
"
VNMH1-1050,Rượu Vang Château Bel Orme Tronquoy De Lalande,920.000,"Pháp
","14 %
","750 ML
","Cabernet Sauvignon,Merlot", Màu tối đậm,Rượu Vang Đỏ,,Bordeaux
VNTK-6440,Rượu Vang Chateau Belair Monange Saint Emilion,6.440.000,"Pháp
","14.5 %
","750 ML
","Merlot,Cabernet Franc",Đỏ ruby,Rượu Vang Đỏ,: Chateau Belair,Bordeaux
VNVH3-450,Rượu Vang Chateau Belle Bergere,450.000,"Pháp
","14 %
","750 ML
","Merlot,Cabernet Sauvignon",Đỏ ruby,Rượu Vang Đỏ,Chateau Belle,Bordeaux
VNMH1-1080,Rượu Vang Château Belle Vue Haut Medoc,1.080.000,"Pháp
","13 %
","750 ML
","Cabernet Sauvignon,Merlot,Petit Verdot", Màu đỏ đậm ánh tím,Rượu Vang Đỏ,,Bordeaux
VLTL-849,Rượu Vang Chateau Belles Eaux Languedoc Pezenas,849.000,"Pháp
","14.5 %
","750 ML
","Syrah,Grenache", Đỏ đậm,Rượu Vang Đỏ,Chateau Belles Eaux,Languedoc
VLTL-455,Rượu Vang Chateau Belles Eaux Les Coteaux,455.000,"Pháp
","13 %
","750 ML
","Grenache,Mourvedre,Syrah", Đỏ đậm có ánh đen,Rượu Vang Đỏ,Chateau Belles Eaux,Languedoc
VNTH2-365,Rượu Vang Chateau Bellevue,349.000,"Pháp
","13.5 %
","750 ML
","Merlot,Cabernet Sauvignon", Đỏ,Rượu vang đỏ,: Chateau Bellevue,Bordeaux
VNWH3-435,Rượu Vang Chateau Bellevue La Foret Caprice,430.000,"Pháp
","13 %
","750 ML
","Syrah,Cabernet Franc", Đỏ,Rượu vang đỏ,: Chateau Bellevue Laforet,: South West
VNWH2-1595,Rượu Vang Chateau Bellevue Laforet Optimum Fronton,1.500.000,"Pháp
","13.5 %
","750 ML
","Syrah,Cabt Sauvignon", Đỏ,Rượu vang đỏ,,: South West
VNMH2-2900,Rượu Vang Chateau Bellevue Saint Emilion Grand Cru,2.615.000,"Pháp
","15 %
","750 ML
",Merlot, Đỏ Ruby,Rượu Vang Đỏ,: Chateau Bellevue La Foret,Bordeaux
VNHD5-675,Rượu Vang Chateau Belvue Bordeaux,675.000,"Pháp
","13 %
","750 ML
","Cabernet Franc,Cabernet Sauvignon,Merlot,Malbec,Petit Verdot",Đỏ ruby,Rượu Vang Đỏ,,Bordeaux
VNWP-450,Rượu Vang Château Berlioz Languedoc,450.000,"Pháp
","13.5 %
","750 ML
","Syrah,Carignan,Grenache",Đỏ ruby,Rượu Vang Đỏ,: Les Grands Chaiss,Languedoc
VNHD5-2500,Rượu Vang Chateau Berliquet,2.500.000,"Pháp
","13.5 %
","750 ML
","Cabernet Franc,Merlot",Đỏ ruby,Rượu Vang Đỏ,Chateau Berliquet,Bordeaux
VNNHDL-750,Rượu Vang Chateau Berthenon Cuvee Du Golf,750.000,"Pháp
","14 %
","750 ML
",Merlot, Đỏ ruby,Rượu Vang Đỏ,: Berthenon,: Côtes de Blaye AOC
VNNHDL-583,Rượu Vang Chateau Berthenon Premieres Cotes De Blaye,583.000,"Pháp
","13.5 %
","750 ML
",Merlot, Đỏ ruby,Rượu Vang Đỏ,: Chateau Berthenon,: Côtes de Blaye AOC
VNVC-2200,Rượu Vang Chateau Bonalgue Pomerol,2.200.000,"Pháp
","13.5 %
","750 ML
","Cabernet Franc,Merlot",Đỏ ruby,Rượu Vang Đỏ,Chateau Bonalgue,Bordeaux
VNBMF-948,Rượu Vang Chateau Bordenave Sauternes,948.000,"Pháp
","13 %
","750 ML
","Sauvignon Blanc,Semillon",Vàng rơm,Rượu Vang Trắng, Chateau Bordenave,Languedoc
VNHM-820,Rượu Vang Chateau Bourdieu No 1,820.000,"Pháp
","14 %
","750 ML
",Cabernet Sauvignon,Đỏ ruby,Rượu Vang Đỏ,Chateau Bourdieu,Bordeaux
VNTH-760,Rượu Vang Chateau Bournac Medoc,760.000,"Pháp
","13.5 %
","750 ML
","Merlot,Cabernet Sauvignon", Đỏ,Rượu vang đỏ,: Chateau Bournac,Bordeaux
VNMH6-1980,Rượu Vang Chateau Bouscaut,1.850.000,"Pháp
","14 %
","750 ML
","Merlot,Malbec,Cabernet Sauvignon",,Merlot,, 
VNMH4-1980,Rượu Vang Chateau Bouscaut Blanc,1.980.000,"Pháp
","14 %
","750 ML
","Sauvignon,Sémillon", Vàng chanh,Rượu Vang Trắng,: Château Bouscaut,Bordeaux
VNWH13-495,Rượu Vang Chateau Bouteilley Cotes De Bordeaux,1,"Pháp
","14 %
","750 ML
","Merlot,Cabernet Franc,Cabernet Sauvignon", Màu đỏ ruby,Rượu vang đỏ, Chateau Bouteilley,Bordeaux
VNPV-452,Rượu Vang Chateau Boutillon Bordeaux Superieur Cuvee Anne Sophie,407.000,"Pháp
","14 %
","750 ML
","Merlot,Cabernet Sauvignon", Màu đỏ đậm,Rượu vang đỏ, Château Boutillon,Bordeaux
VNPV-1583,Rượu Vang Chateau Boyd Cantenac Margaux,1.425.000,"Pháp
","12.5 %
","375 ML
","Merlot,Cabernet Sauvignon,Cabernet Franc",Màu đỏ,Rượu Vang đỏ,Boyd Cantenac,Bordeaux
VNMH1-4384,Rượu Vang Chateau Brane Cantenac Margaux,3.450.000,"Pháp
","13.5 %
","750 ML
","Cabernet Sauvignon,Merlot", Màu đỏ ngọc thạch lựu,Rượu Vang Đỏ,,Bordeaux
VNMH-1400,Rượu Vang Chateau Brown Blanc,1.250.000,"Pháp
","13.5 %
","750 ML
","Sauvignon Blanc,Sémillon", Màu vàng rơm,Rượu vang trắng, Chateau Brown,Bordeaux
VNBMF-900,Rượu Vang Chateau Cadet Soutard Saint Emilion Grand Cru,900.000,"Pháp
","13 %
","750 ML
","Cabernet Sauvignon,Merlot,Cabernet Franc",Đỏ ruby,Rượu Vang Đỏ,Château Cadet Soutard,Bordeaux
VNPV-5707,Rượu Vang Chateau Calon Segur Saint Estephe,5.137.000,"Pháp
","13 %
","750 ML
","Cabernet Sauvignon,Merlot",Màu đỏ,Rượu Vang đỏ,Calon Segur,Bordeaux
VNMH-4800,Rượu Vang Chateau Canon La Gaffelière,4.325.000,"Pháp
","13.5 %
","750 ML
","Merlot,Cabernet Sauvignon", Đỏ Ruby,Rượu Vang Đỏ,,Bordeaux
VNPV1-4194,Rượu Vang Chateau Canon Saint Emilion Grand Cru,3.775.000,"Pháp
","13.5 %
","750 ML
","Merlot,Cabernet Sauvignon", Màu đỏ ruby,Rượu vang đỏ,,Bordeaux
VNTK-2654/VNMH-1530,Rượu Vang Chateau Cantemerle,2.654.000,"Pháp
","13 %
","750 ML
","Merlot,Cabernet Sauvignon,Petit Verdot,Cabernet Franc",Đỏ hồng ngọc,Rượu Vang Đỏ,: Château Cantemerle,Bordeaux
VNMH-3300,Rượu Vang Chateau Cantenac Brown Margaux,2.750.000,"Pháp
","14 %
","750 ML
","Cabernet Sauvignon,Merlot", Màu đỏ hồng pha tím,Rượu Vang Đỏ,,Bordeaux
VNTBM-1169,Rượu Vang Chateau Cantin Saint Emillion Grand Cru,1.169.000,"Pháp
","13.5 %
","750 ML
","Merlot,Cabernet Sauvignon,Cabernet Franc",Đỏ ruby,Rượu Vang Đỏ,Chateau Cantin,Bordeaux
VNWH3-995,Rượu Vang Chateau Cap d’Or Saint Georges,900.000,"Pháp
","13 %
","750 ML
","Merlot,Cabernet Franc", Đỏ ruby,Rượu vang đỏ,,Bordeaux
VNWH13-475,Rượu Vang Chateau Cap De Fer Bordeaux Superieur,437.000,"Pháp
","14 %
","750 ML
","Merlot,Cabernet Sauvignon,Cabernet Franc", Màu đỏ đậm,Rượu vang đỏ, Château Cap de Fer,Bordeaux
VNMH3-800,Rượu Vang Château Cap Leon Veyrin,800.000,"Pháp
","14 %
","750 ML
","Cabernet Sauvignon,Merlot,Petit Verdot", Màu đỏ đậm,Rượu Vang Đỏ,,Bordeaux
VNWH4-1700,Rượu Vang Chateau Capbern Gasqueton,1.670.000,"Pháp
","13.5 %
","750 ML
","Cabernet Sauvignon,Merlot", Màu đỏ đậm,Rượu vang Đỏ,,Bordeaux
VNPV1-1838,Rượu Vang Chateau Carbonnieux Grand Cru Classe,1.500.000,"Pháp
","14 %
","750 ML
","Cabernet Sauvignon,Malbec,Merlot",Màu đỏ đen,Rượu Vang đỏ,Carbonnieux,Bordeaux
VNHD5-2250,Rượu Vang Chateau Carbonnieux Pessac Leognan,2.250.000,"Pháp
","12.5 %
","750 ML
","Sauvignon Blanc,Sémillon",Vàng rơm,Rượu Vang Trắng,Chateau Carbonnieux,Bordeaux
VNWH1-1430,Rượu Vang Chateau Caronne Ste Gemme,1.360.000,"Pháp
","14 %
","750 ML
","Cabernet Sauvignon,Merlot,Petit Verdot",Màu đỏ ruby,Rượu Vang đỏ,Château Caronne Ste Gemme,Bordeaux
VNMT-732,Rượu Vang Chateau Castera Cru Bourgeois,732.000,"Pháp
","13 %
","750 ML
","Merlot,Cabernet Sauvignon,Cabernet Franc,Petit Verdot",Đỏ ruby,Rượu Vang Đỏ, Chateau Castera,Bordeaux
VNPV-792,Rượu Vang Chateau Cavalier Rose Cuvee Marafiance,713.000,"Pháp
","12.5 %
","750 ML
","Cabernet Sauvignon,Cinsault,Grenache,Semillon,Syrah", Màu hồng nhạt,Rượu vang hồng,,Cotes De Provence
VNTK-6400,Rượu Vang Chateau Certan De May Pomerol,6.400.000,"Pháp
","13.5 %
","750 ML
","Merlot,Cabernet Sauvignon",Đỏ ruby,Rượu Vang Đỏ,: Château Certan,Bordeaux
VNPE-418,Rượu Vang Chateau Chanteloup Bordeaux,418.000,"Pháp
","13 %
","750 ML
",Blend, Đỏ ruby đậm,Rượu Vang Đỏ,: Maison Bouey       ,Bordeaux
VNTH6-400,Rượu Vang Chateau Chanteloup Dimalena,400.000,"Pháp
","12 %
","750 ML
","Merlot,Cabernet Sauvignon,Cabernet Franc", Đỏ,Rượu vang đỏ,: Chateau Chanteloup,Bordeaux
VNDL-875,Rượu Vang Chateau Chantemerle Medoc,875.000,"Pháp
","13.5 %
","750 ML
","Cabernet Sauvignon,Merlot",Màu đỏ Ruby,Rượu Vang Đỏ,Borie Manoux,Bordeaux
VNMH2-500,Rượu Vang Château Chapelle D’aliénor,430.000,"Pháp
","14 %
","750 ML
","Merlot,Cabernet Sauvignon,Cabernet Franc", Màu đỏ đậm,Rượu vang đỏ, Maison Bouey,Bordeaux
VNPV-1905,Rượu Vang Chateau Chasse Spleen Moulis en Medoc,1.715.000,"Pháp
","13.5 %
","750 ML
","Cabernet Sauvignon,Merlot,Petit Verdot", Màu đỏ đậm,Rượu vang đỏ, Chasse Spleen,Bordeaux
VNHD-2965,Rượu Vang Chateau Chauvin – Saint Emilion Grand Cru,2.965.000,"Pháp
","13 %
","750 ML
","Cabernet Franc,Cabernet Sauvignon,Merlot",Đỏ ruby,Rượu Vang Đỏ,Château Chauvin,Bordeaux
VNMH1-1250,Rượu Vang Château Citran Haut Medoc,1.050.000,"Pháp
","13.5 %
","750 ML
","Cabernet Sauvignon,Merlot,Cabernet Franc", Màu đỏ ánh tím,Rượu Vang Đỏ,: Chateau Citran,Bordeaux
VNDL-482,Rượu Vang Chateau Clairac,482.000,"Pháp
","13.5 %
","750 ML
","Merlot,Cabernet Sauvignon",Màu đỏ Ruby,Rượu Vang Đỏ,Borie Manoux,Bordeaux
VNPV-1670,Rượu Vang Chateau Clarke Baron Edmond De Rothschild,1.503.000,"Pháp
","13.5 %
","750 ML
","Merlot,Cabernet Sauvignon", Màu đỏ đậm,Rượu vang đỏ, Chateau Clarke,Bordeaux
VNPE-817,Rượu Vang Chateau Clement Pichon,817.000,"Pháp
","13 %
","750 ML
","Merlot,Cabernet Sauvignon,Cabernet Franc", Đỏ ruby đậm,Rượu Vang Đỏ,,Bordeaux
VNTL-319,Rượu Vang Chateau Clos Moulin Pontet Bordeaux,1,"Pháp
","13 %
","750 ML
",,,,,
VNVC-1309,Rượu Vang Chateau Clos Saint Emilion Philippe,1.309.000,"Pháp
","13 %
","750 ML
","Cabernet Franc,Merlot",Đỏ ruby,Rượu Vang Đỏ,,Bordeaux
VNMH3-320,Rượu Vang Chateau Clou Du Pin Bordeaux Blanc,320.000,"Pháp
","12.5 %
","750 ML
","Sémillion,Sauvignon",: Vàng Rơm,Rượu Vang Trắng, Domaines Fontana,Bordeaux
VNMH4-320,Rượu Vang Chateau Clou Du Pin Bordeaux Supérieur,320.000,"Pháp
","14 %
","750 ML
","Cabernet Sauvignon,Cabernet Franc,Merlot",: Đỏ,Rượu Vang Đỏ,: Domaines Fontana,Bordeaux
VNMH6-380,Rượu Vang Chateau Clou Du Pin Bordeaux Supérieur Premium,340.000,"Pháp
","14 %
","750 ML
","Cabernet Sauvignon,Cabernet Franc,Merlot", Đỏ ánh tím,Rượu Vang Đỏ,: Domaines Fontana,Bordeaux
VNMH1-1650,Rượu Vang Chateau Corbin Grand Cru Classe,1.650.000,"Pháp
","14 %
","750 ML
","Merlot,Cabernet Sauvignon", Đỏ Ruby,Rượu Vang Đỏ,: Chateau Corbin,Bordeaux
VNMH4-1100,Rượu Vang Chateau Cote De Baleau,1.000.000,"Pháp
","13.5 %
","750 ML
","Merlot,Cabernet Sauvignon", Đỏ Ruby,Rượu Vang Đỏ,,Bordeaux
VNHD10-850,Rượu Vang Chateau Côte Puyblanquet,850.000,"Pháp
","13 %
","750 ML
","Merlot,Cabernet Sauvignon,Cabernet Franc",Đỏ ruby,Rượu Vang Đỏ,,Bordeaux
VNHM-3050,Rượu Vang Chateau Couvent Des Jacobin,3.050.000,"Pháp
","13 %
","750 ML
","Cabernet Sauvignon,Merlot,Cabernet Franc",Đỏ ruby,Rượu Vang Đỏ,Chateau Jacobin,Bordeaux
VNMH2-1500,Rượu Vang Chateau Croix Cardinale,1.380.000,"Pháp
","14.5 %
","750 ML
","Cabernet Franc,Merlot", Màu đỏ garnet có thêm ánh tím,Rượu Vang Đỏ,: Chateau Fleur Cardinale,Bordeaux
VNMH5-750,Rượu Vang Chateau Croix Mouton Special,750.000,"Pháp
","15 %
","750 ML
",,,,,
VNHD2-395,Rượu Vang Chateau Curton La Perriere,395.000,"Pháp
","14 %
","750 ML
",Merlot,Đỏ ruby,Rượu Vang Đỏ,Chateau Curton La Perriere,Bordeaux
VNPV1-1407,Rượu Vang Chateau D’Aiguilhe Cotes De Castillon,1.267.000,"Pháp
","12.5 %
","750 ML
",Cabernet Sauvignon, Màu đỏ tươi,Rượu Vang đỏ,: Chateau d’Aiguilhe,Bordeaux
VNMH1-2900,Rượu Vang Chateau D’Armailhac Grand Cru Classe,2.610.000,"Pháp
","13.5 %
","750 ML
","Cabernet Sauvignon,Merlot", Đỏ Ruby,Rượu Vang Đỏ,: Chateau D’Armailhac,Bordeaux
VNHM1-1300,Rượu Vang Chateau D’Armajan Des Ormes,1.300.000,"Pháp
","14 %
","750 ML
","Sauvignon Blanc,Semillon,Muscadelle",,Rượu Vang Ngọt,Chateau d’Armajan,Sauternet
VNDL-1412 BMF-1152,Rượu Vang Chateau D’Arsac Margaux,1.412.000,"Pháp
","13.5 %
","750 ML
","Cabernet Sauvignon,Merlot",Màu đỏ Ruby,Rượu Vang Đỏ,Borie Manoux,Bordeaux
VNPE-490,Rượu Vang Chateau D’Astros Moon,490.000,"Pháp
","13 %
","750 ML
","Grenache,Cinsault", Hồng tươi,Rượu Vang Hồng,,: Provence
VNPV1-2102,Rượu Vang Chateau D’Esclans Les Clans Rose,1.892.000,"Pháp
","14 %
","750 ML
",Grenache, Màu hồng nhạt,Rượu vang hồng, Chateau D’Esclans,Cotes De Provence
VNPV1-1287,Rượu Vang Chateau d’Esclans Rock Angel Rose,1.159.000,"Pháp
","13.5 %
","750 ML
","Grenache,Vermentino", Màu hồng ngọc,Rượu vang hồng,,Cotes de Provence
VNMH-3360,Rượu Vang Chateau D’Issan Margaux,3.360.000,"Pháp
","13 %
","750 ML
","Cabernet Sauvignon,Merlot", Màu đỏ ruby có ánh tím,Rượu Vang Đỏ,: Chateau D’Issan,Bordeaux
VNPV-9827,Rượu Vang Chateau D’Yquem Sauternes,8.845.000,"Pháp
","13.5 %
","375 ML
","Sauvignon Blanc,Semillon", Vàng đậm,Rượu Vang Ngọt,Chateau D’Yquem,Bordeaux
VNTK-2934,Rượu Vang Chateau Dassault Saint Emilion Grand Cru Classe,2.934.000,"Pháp
","14 %
","750 ML
","Merlot,Cabernet Sauvignon,Cabernet Franc,Petit Verdot",Đỏ ruby,Rượu Vang Đỏ,: Château Dassault,Bordeaux
VNTH2-1450,Rượu Vang Chateau De Bertineau Lalande De Pomerol,1.450.000,"Pháp
","14 %
","750 ML
","Cabernet Sauvignon,Merlot,Cabernet Franc", Đỏ đậm,Rượu Vang Đỏ,,Bordeaux
VNWH2-375,Rượu Vang Chateau De Brandey Bordeaux,375.000,"Pháp
","14 %
","750 ML
","Cabernet Sauvignon,Merlot", Màu đỏ ruby,Rượu vang đỏ, Château De Brandey,Bordeaux
VNHM-1100,Rượu Vang Chateau De Callac Graves,1.100.000,"Pháp
","12.5 %
","750 ML
","Cabernet Sauvignon,Merlot,Carbetnet Franc",Đỏ ruby,Rượu Vang Đỏ,Chateau De Callac,Bordeaux
VNTBM-358,Rượu Vang Chateau De Cathalongue,358.000,"Pháp
","13.5 %
","750 ML
","Cabernet Sauvignon,Merlot",Đỏ ruby,Rượu Vang Đỏ,Chateau Cathalongue,Bordeaux
VNPV-1872,Rượu Vang Chateau De Chamirey Clos Du Roi Mercurey,1.685.000,"Pháp
","13.5 %
","750 ML
",Pinot Noir,Màu đỏ,Rượu Vang đỏ,Chateau De Chamirey,Bourgogne
VNPV-2083,Rượu Vang Chateau De Chamirey La Mission Monopole,1.875.000,"Pháp
","12 %
","750 ML
",Chardonnay,Màu vàng,Rượu ,Chateau De Chamirey,Bourgogne
VNPV-1792,Rượu Vang Chateau De Chamirey Les Ruelles Monopole,1.613.000,"Pháp
","13.5 %
","750 ML
",Pinot Noir,Màu tím đậm,Rượu Vang đỏ,Chateau De Chamirey,Bourgogne
VNTK1-854,Rượu Vang Chateau De Fesles Cabernet Franc,854.000,"Pháp
","13 %
","750 ML
",Cabernet Franc,Đỏ ruby,Rượu Vang Đỏ,: Chateau De Fesles,Loire Valley
VNTK2-854,Rượu Vang Chateau De Fesles Chenin Blanc,854.000,"Pháp
","12.5 %
","750 ML
",Chenin Blanc,Vàng rơm,Rượu Vang Trắng,: Château de Fesles,Loire Valley
VNSSP1-505,Rượu Vang Chateau De Grangeneuve,505.000,"Pháp
","15.5 %
","750 ML
","Merlot,Cabernet Franc",Đỏ ruby,Rượu Vang Đỏ,,Bordeaux
VNMH2-450,Rượu Vang Château De L’abbaye Haut Médoc,450.000,"Pháp
","14 %
","750 ML
",Merlot, Đỏ đậm,Rượu Vang Đỏ, Maison Delor,Bordeaux
VNHD6-675,Rượu Vang Chateau De Marze Reserve Bordeaux,675.000,"Pháp
","13 %
","750 ML
","Cabernet Franc,Merlot",Đỏ ruby,Rượu Vang Đỏ,,Bordeaux
VNWH9-1250,Rượu Vang Chateau De Mercues Cahors,1,"Pháp
","13.5 %
","750 ML
",Malbec, Đỏ,Rượu vang đỏ,,: South West
VNMH-700,Rượu Vang Chateau De Meursault Bourgogne Aligoté,690.000,"Pháp
","13 %
","750 ML
", Aligoté, Màu vàng,Rượu vang trắng, Chateau De Meursault,Burgundy
VNMH2-990,Rượu Vang Chateau De Meursault Bourgogne Pinot Beurot,800.000,"Pháp
","13 %
","750 ML
",Pinot Gris, Màu vàng chanh,Rượu Vang Trắng,,Bourgogne
VNMH5-1250,Rượu Vang Chateau De Meursault Clos De Chateau Chardonnay,1.250.000,"Pháp
","13 %
","750 ML
",Chardonnay, Màu vàng nhạt,Rượu Vang Trắng,,Bourgogne
VNMH3-2750,Rượu Vang Chateau De Meursault Meursault Charmes,2.480.000,"Pháp
","13.5 %
","750 ML
",Chardonnay, Màu vàng rơm,Rượu Vang Trắng,,Bourgogne
VNMH3-1900,Rượu Vang Chateau De Meursault Terroir D’exception,1.900.000,"Pháp
","13 %
","750 ML
",Chardonnay, Màu vàng nhạt,Rượu Vang Trắng,,Bourgogne
VNHM-340,Rượu Vang Chateau De Morinat Bordeaux,340.000,"Pháp
","13.5 %
","750 ML
","Cabernet Sauvignon,Merlot",Đỏ ruby,Rượu Vang Đỏ,Chateau De Morinat,Bordeaux
VNPV-3694,Rượu Vang Chateau De Nalys Chateauneuf Du Pape,3.325.000,"Pháp
","14 %
","750 ML
","Syrah,Grenache", Đỏ ruby đậm,Rượu Vang Đỏ,E.Guigal,: Rhone Valley
VNTLP-980,Rượu Vang Chateau De Panigon Medoc,980.000,"Pháp
","13 %
","750 ML
","Merlot,Cabernet Sauvignon,Petit Verdot",Đỏ ruby ,Rượu Vang Đỏ,,"
"
VNADT-668,Rượu Vang Chateau De Peyssonnie Muscat,668.000,"Pháp
","15 %
","750 ML
",Muscat,Đỏ ruby,Rượu Vang Trắng,Chateau De Peyssonnie,
